isbn,average_rating,ratings_count,text_reviews_count
767901576,4.19,12034,285
1400064708,4.14,3187,267
1573241172,4.31,5495,295
609804243,3.93,317,32
849911885,4.33,2068,63
1557832455,3.8,3378,137
1573226327,3.99,64,8
142437344,3.61,108179,3536
393926796,3.61,359,35
9626343664,3.61,27,8
451530152,3.61,419,46
440419174,3.94,220,38
1570421129,4.11,75,2
006112009X,4.07,1608,212
1857152239,4.07,376,53
081297106X,3.61,106493,6561
679727299,4.28,2965,358
739322060,3.89,787,239
439269687,3.97,34,5
7178484,3.61,325,56
60786809,3.79,205,27
452284244,3.93,2111750,29677
394862546,3.86,35,4
140283331,3.68,2036679,26199
141184280,4.11,91,10
1593082681,3.72,264,35
8445074873,3.99,5733,606
60872985,3.5,59354,2540
517084791,4.06,1004,31
451210638,3.72,17135,654
517101351,3.99,960,27
60509058,3.95,7084,514
606298231,3.63,42645,717
60541814,3.89,202043,2850
60541830,3.59,144636,1546
60891564,3.67,28367,1096
739340336,4.16,267,7
030734813X,4.02,451443,3647
60092572,3.36,21457,576
345354648,3.48,4828,97
345409701,3.63,18,1
192839195,3.97,366,21
131538411,3.5,231,16
60915439,4.22,3722,339
743284798,3.82,546,53
393977536,3.94,125,6
451530098,4.26,14962,61
394604806,3.67,11,5
486282228,3.9,76944,1636
140437940,3.9,265,10
1400047951,3.79,181,26
1400052998,3.79,3192,307
393967972,3.81,663,48
1593080298,4.03,38114,793
486290301,4.03,2474,126
231118953,3.76,433,20
141439491,3.57,194738,3485
192805347,3.57,258,21
1400102723,3.57,4,1
794503292,3.35,13,3
1402726627,3.97,933,26
1844560341,3.57,8,0
60838744,4.03,40049,2391
7204493,4.08,3472,251
446698229,4.12,17227,662
446313939,4.08,274,28
684873168,4.08,3787,84
822013541,3.67,3,0
143038095,3.92,565524,7255
679882812,4.08,27139,731
394800915,4.17,8967,351
394800761,4.13,4344,262
394800834,4.06,4560,253
679891110,4.17,289,4
679800034,4.18,89920,1207
039484484X,4.04,13097,324
7175221,4.01,5868,162
679889108,4.35,260054,3532
7158513,4.2,16917,444
1930332351,4.18,29,4
807218731,4.42,50844,160
679867120,3.87,3196,137
1565847040,4.16,1282,102
375834966,4.08,8,0
865164711,4.17,63,9
7169973,4.12,31251,494
62516590,3.95,1844,220
141185260,4.15,32544,1610
691089574,4.22,172,22
1883011191,4.41,547,39
747553467,3.67,30,3
1400078431,3.89,120758,8711
940322781,4.01,269,26
679745394,3.83,1205,100
8520918867,3.89,82,9
740720120,4.35,68,1
740721941,4.01,416,11
140620621,3.5,701,78
142000086,3.5,1022,165
810119110,3.5,106,19
385492162,3.88,6591,661
1844670228,3.92,1727,173
1859843824,4.11,1021,101
1931859353,4.08,237,22
743265696,4,709,49
752864327,4.02,368195,3556
140307370,4.22,11,1
64405443,4.31,4169,155
64405451,4.14,4747,148
64400999,4.18,7809,186
971316821,4.29,58,8
873512693,3.69,184,30
006440546X,4.31,4586,119
64405478,4.17,4839,126
690134495,4.21,70,7
64408582,4.23,2722,151
64400964,4.07,20976,935
1416916172,4.03,22023,395
044040035X,3.92,243,7
929093097,4.28,5702,65
385732953,4.22,21620,836
20419708,4.15,182,37
688320147,4.09,43,3
765316110,3.43,8577,756
765309041,3.9,6234,337
765347989,3.84,10475,496
765341174,3.88,9828,1004
765341298,3.85,5618,514
898794161,3.9,475,66
312876068,3.54,2436,268
61093998,3.39,2707,167
076534128X,3.84,7487,617
812550757,4.07,190379,6637
812524268,3.79,18228,427
812532619,3.58,10268,164
1593974809,3.95,109,19
345482409,3.9,23534,2199
399245499,4.13,2288,69
399242082,4.12,134,11
142501522,4.07,26237,240
142501093,4,14205,144
1862301387,4.12,88167,2604
142501182,3.98,8025,261
142401420,3.92,17597,188
142402486,3.99,10830,119
142401986,4.13,2353,43
084317420X,3.95,614,29
843121106,3.65,202,17
843178388,4.03,1701,74
843121319,4.02,207,11
843175044,3.82,291,21
1405211997,3.98,1,0
084312492X,3.82,87,12
679801243,4.12,6,0
679801154,4.67,2,0
679801251,4.33,3,0
067980126X,4.33,3,0
2010189140,3.77,1,0
385074573,4.37,57,9
689707495,4.16,124141,2038
689305648,3.8,4,1
1595191356,4.11,0,0
60753102,4.05,3258,478
142302333,4.39,527,12
441012396,3.89,17485,1021
515138819,3.85,31047,3519
441005837,3.77,17168,997
698119606,3.68,7941,419
152000178,3.36,1036,78
451528824,4.25,625759,13883
1419326961,4.25,69,17
553560689,3.84,3106,115
448400634,4.23,85,12
679729976,4.3,5889,183
141185872,4,2334,109
156027755,4.34,1606,83
1883011183,4.36,119,10
691024715,4.33,256,22
811216748,3.97,8717,477
679727221,3.95,7305,277
031235326X,4.18,34366,573
312354606,3.63,1287,104
097216748X,3.63,132,27
743471229,3.74,1246,69
60278420,4.3,746,48
1400307848,3.99,108,11
1400307856,3.92,94,10
60724919,4.13,686,52
60885521,4.2,4144,98
64400816,3.84,3926,119
64461963,4.09,234,18
1400307864,3.98,41,2
140008279X,3.96,346,31
226505367,4.03,75,12
810117495,4.24,92,9
64407144,4.15,1480,39
380016362,4.12,5628,125
64433730,4.28,1538,59
60565098,3.89,91,13
006440692X,4.15,424,25
64434974,4.18,867,31
64409902,4.05,4799,88
385325339,3.99,143,18
1558491228,3.7,35,5
006056508X,4.19,105,12
60885386,4.07,45778,1286
60885432,4.19,71853,646
64420817,4.21,66,7
64462048,4.03,59,6
64434877,4.2,2142,72
60885424,4.14,67427,1048
006443494X,4.14,453,17
64434982,4.17,324,23
60885459,3.89,28259,533
64460908,4.15,3375,91
60885394,4.19,635,30
64401588,3.96,192,32
60885378,4.18,201840,3463
789422131,3.85,8,2
756616344,4.51,570,17
786864028,4.32,34,2
9707705736,3.69,16,4
789458209,4.02,5,0
783548818,4.5,4,0
375875263,3.27,621,82
60598972,4.08,1896,202
1581345267,3.94,12789,221
922729360,4.21,55,6
385410786,4.31,125,22
1857151372,4.12,47,6
009974421X,4.12,333,27
807011010,3.84,129,7
195181301,4.01,4245,133
1557091846,3.82,1038,100
448431459,4.07,692,80
034542705X,4.12,9963,206
399154000,3.87,4119,252
425194981,4,3062,94
425201910,3.94,2538,63
425194973,3.97,4964,124
425210766,3.98,2400,93
425206955,4.07,4675,129
042519938X,3.99,3461,133
425196739,3.82,2215,60
425208850,4,2910,84
515123463,4.04,3581,113
425199932,4.05,3758,128
425199169,3.89,4600,113
042520846X,4.05,3513,143
042519745X,3.9,3490,177
425199835,3.83,2004,54
425196747,3.91,2935,154
042519499X,3.73,2053,85
449221393,3.96,2635,107
515125601,3.97,2587,89
425202887,4.04,5043,121
425207188,4.01,3786,134
425197050,3.96,96,4
425198006,4.06,3749,130
718132386,4.06,3092,132
425203549,4.1,5108,143
449213307,3.59,82,2
449220494,3.79,64,3
399143068,4.09,32,0
515125512,4.06,56,4
399244913,4.15,1371,205
1861979339,3.33,204,30
778801462,4.25,155,16
393325172,4.1,541,95
393325539,3.97,96,13
786177837,4.32,3659,80
60584084,3.8,799,31
415936845,3.77,26,0
1582432902,3.57,1818,89
385337639,3.88,14109,1591
312861877,3.79,119937,3139
786712341,4.01,148,6
142002720,3.92,18,4
8497643658,4.33,116,11
553383531,3.55,5768,262
684845776,4.23,25135,420
721601944,4.33,55,6
055337933X,4.03,24792,1139
1842430351,4.25,54516,2721
345418905,4.2,166574,2192
330491237,4.09,93997,1394
739332074,4.22,493,95
2290053651,3.6,8790,152
330491199,4.22,3115,306
517599244,4.35,294,19
2864603497,4.27,2122,86
385517211,3.7,621,90
1594865671,3.77,5783,433
140260897,3.99,1485,94
375708766,4.21,7326,430
375708731,4.07,7265,526
375758739,4.04,17939,947
965193772,4.04,15,3
068485256X,4.16,8966,454
373692285,3.59,112,5
312936915,4.01,4991,271
571178561,4.16,114,14
1844080080,3.83,2011,84
688172377,4.15,11981,735
1844082520,3.71,509,25
2226135510,3.83,1,0
582435676,3.84,68,9
91881803,3.16,123,12
307264556,3.69,38506,4719
345487427,4.03,506,53
789488779,4.04,24,3
60245603,4.16,4171,518
789479311,3.79,24,6
807588970,3.98,113,4
786818727,4,39,7
61131520,3.45,4504,491
439401879,4.14,5097,219
8439710097,3.63,3,1
486428400,4.31,1253,54
486437450,4.26,478,30
486280233,4.14,275,19
393315088,3.71,5423,293
141182601,3.99,5366,524
014027409X,3.99,1422,124
345316413X,3.99,65,7
413735907,3.84,28,2
786706317,3.82,1008,51
393316025,3.62,966,39
99468646,4.16,2116,157
552771236,3.75,4422,211
055277183X,3.72,2292,69
805079130,4.02,208,27
2070513289,4.31,366,19
743477103,3.9,592315,7791
812035712,3.9,296,20
446606987,3.79,3280,188
446614890,3.83,3318,204
446614726,3.83,5757,321
764586025,3.59,25,2
446608289,3.8,3015,167
60088745,4.09,2330,252
448439042,4.05,755,94
517209489,3.95,88,14
60086211,3.62,24,1
1569716684,2.62,8,2
60086203,2.92,53,2
345251679,3,10,2
345251229,3.33,12,1
184023380X,3.28,1,1
891901639,3.66,461,10
307346609,4.01,370331,20582
375759239,3.82,196425,4549
805076239,4.2,919,44
688085873,3.95,472,41
517052253,4.14,45,1
486215318,3.84,60,4
439574277,3.64,333,23
451528018,4.11,191128,4802
9626343346,4.11,135,20
763630640,4.11,66,7
1596792507,4.51,33,1
1401301959,4.01,7653,90
1401301940,4.07,4296,51
316016659,4.18,18536,350
439286069,4.01,41589,4153
142002267,3.82,4748,597
316905747,4.16,26461,587
1577780728,4.21,19217,271
316000957,4.25,24590,525
446695602,4.12,492,32
1560258012,3.17,139,25
226063127,3.88,210,18
1577782089,4.06,591,29
823016625,4.06,31,1
976249871,3.69,55,7
1588993000,3.55,112,9
1583227202,4.03,1458,175
767916034,3.72,8410,751
806527285,3.51,49042,4140
316779237,3.92,3590,251
1592289444,4.21,11841,1766
451196716,4.11,94303,4453
1586216880,4.33,79,16
1879373564,3.45,56,11
553813536,3.99,1278,207
385602731,3.99,283,37
394705122,4.05,977,71
1886363064,4,4,2
226348180,3.89,37,5
312182627,3.29,24,2
1415929017,3.78,354,135
140004684X,3.93,4040,259
380794772,4.13,6193,355
975323113,4.3,47,8
079227363X,4.24,819,31
1584281405,3.62,16,1
749934425,4.39,142,9
1584281340,3.38,51,0
2266082655,4.08,47,3
1842161903,4.08,85,2
393955680,4.08,171,13
393927547,4.08,663,52
192807293,4.08,1089,78
231121253,3.95,68,6
486218430,4.38,393,27
074326407X,4.35,524,40
486296385,3.77,13,0
688152023,4.01,238,10
789460971,4.18,64,5
448435365,4.07,155,14
448437694,4.06,130,4
1841482641,4.21,1,0
448442515,3.92,93,8
385033982,4,203,12
764525689,4.01,78,6
803729782,3.72,69,13
415942578,3.53,17,0
044844013X,3.88,73,1
811856984,4.33,6,1
500203520,3.74,53,6
081301395X,4.47,15,1
970016409,3.69,41,2
970016417,3.5,44,3
590428888,3.29,13,0
811201082,3.81,709,29
440235162,4.06,28769,694
9500717638,4.23,198,18
60086246,3.81,35784,686
60731303,3.92,348,45
99489988,3.78,65441,1233
60090383,3.95,55525,1223
60090375,3.77,43077,690
60787031,3.82,1625,42
1902602323,3.29,780,52
1421504618,4.6,8989,151
1421501759,4.56,12885,208
552995886,4.23,1021,112
1400043182,4.23,270,49
1932206108,0,0,0
1932206086,0,0,0
743285026,3.82,2864,349
743285018,3.88,3193,236
743211995,3.91,1935,229
895260905,3.32,33,4
345425928,3.55,221,36
812930347,3.8,481,33
743270681,3.47,238,35
345479726,3.63,22547,1371
525948929,3.69,941,136
452286360,3.69,340,51
451171926,3.69,912,128
394415760,3.69,86,12
1842430343,4.04,35517,1014
449910288,4.19,911,42
874776317,4.14,1675,124
039332690X,3.44,1858,153
440241413,3.64,603675,10079
044024191X,3.66,76205,1867
440241812,3.76,100796,2382
440241898,3.78,94917,2089
385338708,3.79,110706,2070
552998877,3.64,2214,249
1573223204,3.24,344,59
252019814,3.89,38,5
811839745,3.6,49,9
375757996,4.24,2174,51
691019622,4.1,519,36
486406660,3.34,26,0
067942895X,4.42,7983,245
198245971,3.93,13920,248
691120528,4.06,110,16
253209102,4.18,117,3
872203492,4.35,9284,133
1559343567,4.33,9,1
439474299,3.82,36853,1725
080755538X,3.9,312,9
375752196,4.4,1032,162
687002826,4.27,1967,131
1595542329,4.35,3728,141
451200268,3.8,3381,116
393308553,4.3,2221,165
768423481,4.33,545,44
080282966X,4.21,44,10
671737694,4.19,407,18
60957263,4.47,678,78
349113009,3.8,72,5
034546401X,3.43,26762,2524
840806701X,3.43,98,6
156032295,4.15,635,21
014101380X,3.68,58,5
618134301,3.79,95,20
037571457X,4.25,144121,8131
375714669,4.24,57309,2308
375424156,3.86,8539,667
375714677,3.86,14654,1121
753820250,4.26,6726,1018
078683787X,4.16,32307,1224
765342405,4.31,133114,4243
812565959,3.95,65344,1419
345453867,4,11205,431
812513738,4.24,148074,2471
1595550445,4.2,227,32
373802544,3.79,14477,868
62507540,4.04,2685,182
99283573,4.09,467,32
006062213X,4.4,6946,182
515135968,4.12,15827,616
99448750,3.86,1299,128
99448475,3.83,78434,3464
60851899,3.25,202,26
184243022X,4.05,63155,2286
184243036X,3.74,18417,542
553107755,4.03,335,38
3499156717,4.25,59,4
3499154293,3.98,3,0
3499224429,3.74,22,2
385333471,3.96,40599,1127
385333811,3.79,7213,139
385334141,4.22,64096,2316
385333870,3.88,55850,1990
99267543,3.72,23527,822
385334230,3.87,31084,1062
743410580,3.72,866,52
385334265,3.77,5135,192
60263199,3.78,420,40
051712436X,4.36,914,8
60544880,4.41,5161,184
61131547,3.72,3405,338
553286374,4.21,847,60
380977265,4.09,676,119
60859628,4.08,806,98
1877741094,4.1,909,135
553112449,4.13,198,12
743474767,4.07,308,28
60545844,4.24,372,45
60777338,3.73,1370,122
375415033,4.33,607,48
143036351,4.03,6389,541
156421178,4.14,30358,1629
141183721,3.88,11970,688
156701766,4.38,274,22
679420258,4.05,1444,180
1585425001,3.46,577,26
1585425249,3.55,455,31
1585424994,3.6,1316,80
1585425494,3.51,425,28
1585425540,3.69,164,9
393324354,3.79,971,71
440201047,3.29,282,17
1559362154,3.59,90,8
374528667,3.84,797,116
140003468X,3.91,324487,13070
9500703203,3.91,663,46
826414753,4.24,1953,84
571224385,4.1,248686,8251
385468865,3.64,5407,368
765344955,4.49,1795,60
812532570,4.07,317,31
307237699,3.75,127324,4496
679746323,3.83,8035,640
097607267X,4.2,62,0
60826584,4.18,5247,491
7176155,4.26,1832,214
446608475,3.67,352,37
486424588,3.67,25059,702
99474123,4.02,267,32
553381415,4.09,1570,64
767902521,4.06,4315,532
307279464,4.06,308840,14993
736411038,3.5,8,0
571219357,3.88,16714,1010
1932806490,3.99,95,11
330261568,4.27,958,57
156260557,3.94,4084,205
156659751,4.03,4701,181
1400042828,3.68,3459,423
771065264,3.68,53,12
037575931X,4.16,31394,4262
525477624,3.77,432,90
385333765,4.14,28103,643
60837160,3.51,34,3
375700986,4.35,174,16
1400102952,3.84,28,3
1400044618,3.84,22847,1280
316159417,3.77,34941,2473
807831093,3.63,258,46
393061221,3.85,1718,88
081297235X,3.38,55304,4450
8426415164,3.98,47,1
851703003,4,749,54
312254997,3.79,9445,476
009959241X,3.93,10414,445
8497598369,3.71,1,0
140189351,3.54,1718,103
812969995,3.41,2560,150
140274111,3.89,2107,238
041377242X,4.09,321,30
99440830,3.72,4263,227
60926961,4.15,562,33
60976101,3.58,597,40
067978148X,3.68,35311,974
375703845,3.46,18181,669
679781498,3.58,55900,2543
375837892,4.24,9982,849
375507906,4.07,3266,332
1581821360,3.9,29,3
812975936,3.44,5274,428
141185937,3.49,102,17
679745572,4.01,4533,188
962088110,4.31,406,30
792274571,3.93,542,65
385280793,3.46,727,23
1594201080,3.72,996,98
99468387,3.54,18376,1022
99429799,3.9,4844,506
879074493,3.43,7,1
3518373900,3.85,134,5
805232117,3.98,2,0
3442730503,4.03,1254,63
375726527,3.55,1398,105
375726535,3.78,2584,153
231082819,3.91,83,4
375726543,3.61,989,82
965913228,3.78,9941,462
1582346437,3.65,8517,372
156421356,3.74,12491,267
3804417833,3.6,4,0
3458340440,3.74,37,5
1400076323,3.89,190,8
415278481,3.96,23344,267
679738959,3.98,9477,313
3492207006,3.95,1806,27
385481969,4.02,8257,793
449911411,4.1,4746,298
571145450,3.48,140,5
553384155,4.19,45954,1297
440229200,4.17,255,28
1594481938,3.42,65202,3943
185549695X,3.87,24,1
038531129X,4.05,12235,306
712664564,4.04,4947,119
946487502,3.25,12,1
886778441,4.02,13383,235
439194040,3.83,4825,148
886779065,4.05,13265,163
1860645887,3.72,39,6
618254110,3.93,1882,155
312352182,3.89,10702,366
345407865,4.05,11134,418
60837330,4.14,1523,23
312194390,4.26,24108,822
140714758,3.54,93,14
330353829,4.18,15616,913
316367958,4.18,6935,389
312337078,3.9,3668,419
3499222507,3.8,44,2
1593080344,4.49,26794,278
1593080409,4.47,874,57
312425945,3.72,1459,242
449908976,3.94,501,36
189491712X,4,63,11
1565117727,3.58,81,19
822216310,4.18,584,34
312306180,3.74,1307,178
156002167,4.33,3479,211
571191630,4.33,33,7
156011468,4.43,2561,120
691013802,4.36,229,22
393323854,4.42,482,47
142437204,4.12,1409369,27884
517333414,4.21,19,4
312263104,3.95,1511,104
312049994,4.22,249,39
312252811,3.93,845,57
312263082,3.89,889,62
031215125X,4.21,37064,1028
312265816,4.38,99,11
520243269,4.25,3994,212
520229134,4.09,2534,80
812973011,4.21,63813,4347
1570625190,3.97,14183,398
977795306,3.92,1023,164
2884490477,4.31,13,2
080283972X,4.03,238,29
520213688,3.95,37,1
195309685,3.72,104,8
62508113,4.07,8741,306
800637143,3.78,44,4
140005477X,4,481,45
743262727,3.87,1341,88
031242602X,3.8,6550,337
713996870,3.8,29,7
1584795425,3.67,48,12
60885734,3.31,22,4
61131628,4.24,9944,846
1846162661,4.3,15,3
316525650,3.53,224,37
976882302,3.87,37,9
30547741,4.37,121,5
440415802,4.03,11150,794
307383415,3.88,1225,181
426203658,3.22,589,40
426203682,3.22,399,25
426203674,3.51,410,34
141694740X,3.66,52688,2463
439698391,3.9,547,185
1558322450,3.78,5695,87
1575420775,4.04,309,45
1561583766,4.07,1327,149
1862073295,3.85,199,19
1843534096,3.82,7,1
300111142,4.06,311,39
385732333,3.45,1054,145
312971397,3.82,1452,63
143037145,3.67,535636,17550
449200167,4.02,361,35
440424941,3.81,167,9
440412242,3.79,148,17
1573225053,3.93,9646,273
1556434308,4.41,2948,144
140250328,4.2,212,18
1598870548,3.4,43,15
452280680,3.93,363,50
015173156X,4.05,661,34
8497592581,4.12,158,11
764543407,3.32,13,7
156030438,3.35,8263,624
847826465,3.78,47625,186
156029065,3.74,16116,698
156913216,3.89,2021,78
015600125X,3.85,218,26
253202175,4.01,1035,34
300093047,3.99,994,35
753817985,3.8,311,27
025320318X,4.06,224,5
3829601867,4.28,303,44
1590302257,3.97,235924,5869
1402561016,3.97,72,22
552998087,3.83,729,78
380713810,3.91,10836,613
141182806,3.73,1517,235
043977439X,4,1693,76
1854790471,3.55,30,6
1593081480,4.07,1149,147
1596009705,4.07,54,11
1577658035,4.08,1379,56
1853260401,4.07,820,92
743289412,3.68,59097,2709
881507199,4.13,4866,78
385732910,3.56,6352,861
553381695,4.41,638766,16535
843955848,3.32,24611,1970
743555619,3.54,3035,167
1416524355,3.97,73145,1519
671874756,3.95,168,10
1416524347,3.98,257466,3768
8497597729,3.82,117901,2028
739317369,4,56,9
074352585X,3.78,1369,101
743537009,4.22,357,107
836254279,3.78,50,2
1587671166,4.23,22,5
055347183X,3.93,156,9
307348245,3.71,197993,2816
451190750,3.71,155020,1513
836269144,3.83,53,2
034547063X,4.01,46428,1220
1580631606,4.15,6471,44
451170113,4,1290,84
450417395,4.16,429510,7051
452277752,4.11,62529,494
074323359X,4.16,129,13
671039725,3.96,2707,192
451185978,3.93,308,20
2253147699,3.77,178403,2088
553562835,4.15,14157,610
679776311,4.11,6164,142
60005696,3.85,25312,1223
393060918,3.82,1502,167
679768092,3.87,235,19
393323528,3.67,1317,106
679751238,4.12,1278,74
851115195,3.93,93,8
679431489,4.12,10,3
375758259,4.19,20145,530
1841155047,4.19,247,13
553483323,3.94,54,2
803725744,3.84,60,7
786868996,4.06,675,41
385602057,3.99,22,6
857302710X,3.78,43,3
1593081928,3.72,398,63
436205491,4.16,48,8
684841258,3.8,2992,163
684868199,3.68,1219,67
743239806,3.02,106,9
684839741,3.36,2631,100
684841215,3.52,6166,399
1879794063,3.91,61,1
375701966,3.68,21634,1660
60745908,3.53,2828,459
61351393,3.53,47,10
465003125,3.93,1170,82
752842692,3.89,1680,117
1560764988,4,5,1
1582346178,3.54,11429,979
684854279,3.96,155,13
684854287,3.96,46,1
1415930686,3.91,326,66
99460955,3.56,7290,387
684844648,3.33,5546,342
393318796,4.17,490,35
184195795X,3.72,659,85
684839059,3.96,421,33
393318354,4.17,279,32
306808900,4,197,15
345460804,3.81,138,8
743564375,3.8,290,65
684174693,3.8,174,30
140139397,4.15,6187,669
140159940,4.07,3010,244
143039792,4.22,608,59
140154418,4.09,2595,350
375759328,4.1,1553,113
140247963,4.19,88,8
60757086,4.13,694,39
1892145022,4.3,5379,544
61228745,4.17,7,1
140364498,4.17,223,22
802135587,4.12,15468,548
618537252,3.54,863,121
1585421774,3.89,2246,166
375756604,3.97,139,17
786888016,3.78,13257,1240
786891076,3.43,30067,2166
684873176,4.08,84,4
743250443,3.78,5980,171
1555916228,3.96,1052,36
345377966,4.14,2961,116
743264738,4.11,113315,2833
684837714,4.07,2664,78
743286979,3.94,2507,140
385496095,4.16,39822,2297
7189958,3.94,652,109
743499263,3.74,805,36
1401301886,3.67,1926,314
821726846,3.69,95,4
60744871,4.19,21292,756
140230270,3.6,39611,2473
074349671X,3.5,108646,5039
743422449,3.58,42046,2564
425185508,3.54,46383,2502
743431014,3.2,27590,1838
743418719,3.82,67431,3066
61150142,4.01,244774,8841
743454537,4.07,986711,29652
802142842,3.86,208001,4972
1556591403,4.41,685,36
1401303277,4.1,113593,6830
99486830,3.98,180,25
60845988,4.19,0,0
399512462,3.79,24,2
60739681,3.91,1667,57
440242940,4.23,673350,34690
385340397,4.44,105950,3992
1569715149,3.43,126,17
440221668,4.27,128901,5294
373638493,3.93,5,0
385302312,4.32,1088,118
184416411X,3.85,54,5
373638523,3.88,25,2
373638175,3.87,80,2
373638167,3.84,95,3
375504524,3.71,1003,101
1931082898,4.42,199,13
679732268,3.94,47794,1920
940450852,4.44,90,7
679424784,4.09,1017,64
394701496,3.86,1457,117
394701844,4.1,1253,68
385335997,4.39,198818,8130
385335989,4.35,141771,5455
385324138,4.08,11433,478
770429459,3.7,32446,1345
99911701,4.23,2384,323
345419081,3.91,536,60
440506816,3.86,183,26
861711769,4.3,1103,50
805065377,4.03,8614,242
312985347,4.16,91695,1731
9684581149,4.05,176,12
517618877,4.17,20,3
192839993,3.85,91755,3246
571217354,3.67,9780,591
141441143,4.12,8333,874
393975428,4.12,1475,156
679886184,4.06,140,8
452287987,3.75,3240,130
140437282,3.81,8156,366
8420469432,4.16,199,5
156029588,3.79,12998,589
156029812,3.68,3912,209
156029049,3.72,7888,366
156260263,4.18,1775,47
015640057X,3.9,8311,449
804001480,3.8,1843,143
156260271,4.18,1392,40
140139400,3.99,4808,550
1586853333,4.23,147,25
786715790,3.86,452,36
750244917,4.06,0,0
2070536289,4.14,0,0
8433920863,4.18,387,30
3499158477,3.59,27,1
767915305,3.87,19422,2077
143037390,4.41,4357,707
375708219,4.03,4929,369
380818957,3.81,1051,47
071267716X,3.57,186,16
517539497,3.57,57,9
393099415,3.57,174,9
694524751,4.26,202,24
60765453,4.26,1131,53
60652926,4.32,7665,664
684823780,4.32,240060,5828
60652896,4.22,116834,4746
800783360,4.22,96,12
312263236,3.69,204,28
842331913,4.04,28,1
805210539,4.14,957,72
674854292,3.9,1458,108
809037726,3.87,12576,975
805210199,3.94,503,36
809023091,3.84,7332,465
805210288,4.15,954,63
936077492,3.57,15,1
936077093,3.57,56,5
505522748,3.83,225,16
1578569508,4.04,506,52
452280672,3.99,726,50
452287073,3.63,18032,1144
764586629,4.17,22,3
451137094,4.2,1120,104
451143426,4.2,67,5
014118616X,3.92,13010,771
140264922,4.1,184,18
141186178,3.93,1417,115
014002476X,3.63,1846,159
140031766,3.76,604,48
6496873,4.23,1045,38
000649689X,4.07,2043,209
6496903,4.2,1114,43
000649692X,4.19,1493,69
140020039,3.73,3682,319
517170779,4.34,1066,52
751533939,3.4,305,31
751533114,3.43,314,14
553563505,3.46,2532,149
312980167,3.68,1067,61
446362662,4.02,16116,894
2268041042,3.68,1,0
446359203,3.9,15742,714
553572989,4.18,36728,1229
446364754,3.71,5855,264
451025016,3.66,61,17
99455447,3.83,1444,68
375704027,4.03,248676,12203
037571894X,3.95,68918,3022
7175191,4.16,37851,597
20421907,3.97,1756,72
1416905278,3.75,4085,181
689840330,4.15,27802,507
394239105,4.22,34,4
394757645,4.06,9606,258
811215806,4.25,4494,160
307114635,4.62,23,4
140014454,3.77,11174,465
1400078474,3.75,7580,452
307264882,3.83,660,58
140003342X,4.06,73894,2763
452287065,4.03,132233,5507
292760280,4.39,12613,392
679411674,3.81,428,54
1400076218,3.81,1338,128
452283868,3.93,47998,2479
1400033438,3.93,3552,361
452263492,3.93,457,49
99760010,3.93,709,94
2264026219,3.93,11,0
1400033446,3.93,15795,447
1566915902,4.24,12,1
345476093,4.17,40927,1671
045121658X,3.77,9031,1555
486431673,3.66,249,29
1593080360,3.77,286,37
375753141,3.77,21451,778
1931082081,3.9,58,11
2859405461,3.99,3840,318
3442726328,4.11,314,14
766144739,3.9,9,0
451526910,3.82,5889,300
965020452,3.94,834,54
1418503460,4.2,3,0
898401879,3.97,28,3
785264698,3.91,42509,738
842387463,4.42,8370,143
842387455,4.44,8874,174
1414307640,4.43,8158,146
031024756X,4.32,10722,354
842382895,4.45,13180,288
446579629,4.49,718,36
842386882,4.5,12509,271
842356223,4.38,25248,859
842387447,4.41,9804,172
84386874,4.46,12550,201
679722319,4.42,18280,772
375703802,4.3,1651,107
679748644,4.11,4455,232
679723692,4.28,21895,894
679760237,4.08,2398,175
747574650,3.82,7772,826
802136680,3.98,22828,1304
679745130,4.11,1227,79
312243359,4.24,24862,1443
312361750,4.37,866,103
067978117X,4.01,135,11
375704256,3.81,170,31
394577299,4.07,14,3
671727796,4.2,445206,9643
1576839508,3.49,806,61
140189440,3.86,6995,378
1400095417,4.15,11255,499
449001156,4.16,6224,339
044900113X,4.08,2222,120
1400031044,4.21,32785,2398
2207254410,3.9,63,7
2266106341,4.25,19,0
220724038X,3.81,0,0
2268043185,3.33,3,0
2226074740,3.71,6,0
3442353920,4.17,3,0
761104844,3.85,36303,439
380789175,3.8,1108,89
067162413X,4.28,147,23
671739441,3.9,9111,231
671743074,3.93,4849,228
671769928,3.92,3226,143
671731424,4.06,8741,326
067176991X,3.89,2242,96
671743058,4.35,17540,1740
671737767,3.87,5725,147
671741039,4.28,46244,2540
042518160X,3.64,21063,460
1587671409,4.47,291,7
451933028,4.44,207869,4570
2226131906,3.63,136312,1617
965796930,3.92,252,14
582418178,4.25,29670,974
452253802,4.07,34392,275
340820462,4.33,1118,142
450040186,4.22,978535,15105
9506440824,4.24,192,9
045052468X,3.77,110131,1282
471782475,3.42,62,9
671042858,3.59,1997,184
743525876,3.63,11649,270
453005071,4.11,1098,84
060981088X,4,737,119
9998691567,4.32,1436,24
8401321689,4.34,64,3
067401829X,3.84,54,13
674530802,4.29,315,20
674018249,4.25,475,39
385487185,4.17,77,3
385720254,4.31,14009,483
60732601,4.27,3737,283
375704469,4.19,9140,224
306812991,3.92,1516,60
385493916,4.17,1163,64
750934220,3.67,453,24
807611689,3.72,165,16
061873516X,3.58,821,131
99771810,3.92,47156,3007
