author_id,name
113,Ewan McGregor
114,Charley Boorman
115,Robert Uhlig
116,Daniel Abraham
117,Charles Willeford
118,James Lee Burke
119,Lawrence Block
120,Elmore Leonard
121,Tom Wolfe
122,Edward Lear
123,Laura Huliska-Beith
124,Edward Mendelson
125,Quentin Blake
126,Henry Miller
127,Thomas H. Moore
128,Jiří Níl
129,Henry James
130,Patricia Crick
131,Gabriel Brownstein
132,Mary Cregan
133,Marguerite Duras
134,Barbara Bray
135,Richard Seever
136,Kahlil Gibran
137,Suheil Bushrui
138,Salma H. Al-Kuzbari
139,Jean Gibran
140,جبران خليل جبران
141,John Walbridge
142,Robin Waterfield
143,Anthony Rizcallah Ferris
144,Robert Louis Stevenson
145,Scott McKowen
146,N.C. Wyeth
147,Timothy Meis
148,Milo Winter
149,Deidre S. Laiken
150,A.J. McAllister
151,Ralph Ginzburg
152,Gabriel García Márquez
153,Dr. Seuss
154,Debbie Raleigh
155,Kevin Henkes
156,Patrick Süskind
157,Robert A. Heinlein
158,Nick  Webb
159,Terry Jones
160,Christopher Cerf
161,Susan Nanus
162,Norton Juster
163,Harry G. Frankfurt
164,Nick Flynn
165,Garry Wills
166,Abraham Lincoln
167,Michael McCurdy
168,Don DeLillo
169,Thomas Pynchon
170,Christophe Claro
171,Brice Matthieussent
172,Richard Fariña
173,Joan Didion
174,John Leonard
175,David Thomson
176,Paul Auster
177,Art Spiegelman
178,Luc Sante
179,Peter Moon
180,Preston B. Nichols
181,Nina Helms
182,Jared Diamond
183,Stephen Leeb
184,Glen C. Strathy
185,Joseph A. Tainter
186,Robert D. Putnam
187,Philip K. Howard
188,Joy Harjo
189,Gloria Bird
190,Beth Cuthand
191,Valerie Martinez
192,Patricia Blanco
193,Nikola Tesla
194,Marc J.  Seifer
195,William H. Terbo
196,Carol Dommermuth-Costa
197,David Hatcher Childress
198,Julie Elizabeth Leto
199,Leslie Kelly
200,Kimberly Raye
201,Chad Fowler
202,Andy Hunt
203,Maureen Kelly
204,CliffsNotes
205,William Golding
206,Victor Davis Hanson
207,Ephraim Sevela
208,Antonina W. Bouis
209,Alice Sebold
210,Sharyn McCrumb
211,Dave Shea
212,Molly E. Holzschlag
213,Elizabeth Castro
214,Michael Ochs
215,Patrick Javault
216,Ulrike Wasel
217,Chuck Klosterman
218,Jane Feather
219,Robert M. Pirsig
220,Kevin O Malley
221,Carol Heyer
222,Scott Goto
223,Ronald L. DiSanto
224,Thomas J. Steele
225,John Harold Haynes
226,Catharine M. Fishel
227,Bill Gardner
228,Hugh McLean
229,Henry Gifford
230,Ayn Rand
231,Leonard Peikoff
232,Nathaniel Branden
233,Alan Greenspan
234,Robert Hessen
235,Michael S. Berliner
236,J.J. Isler
237,Peter Isler
238,Colin  Wells
239,Billy Collins
240,Christopher Caswell
241,Kevin Trudeau
242,Bernard Malamud
243,Kevin Baker
244,Anne Tyler
245,Gary Colombo
246,Bonnie Lisle
247,Thomas E. Skidmore
248,Peter H. Smith
249,Philip Roth
250,Jon   Stewart
251,Gregory Rabassa
252,J.S. Bernstein
253,Edith Grossman
254,Brian Greene
255,Upasika Kee Nanayon
256,Thanissaro Bhikkhu
257,Rob Humphreys
258,Beth Chaplin
259,Rebecca Morrill
260,Lonely Planet
261,Sarah Johnstone
262,Steve Fallon
263,Tom Masters
264,Mark Honan
265,H.G. Bissinger
266,Neal Stephenson
267,J. Frederick George
268,Pedro Jorge Romero
269,George F. Jewsbury
270,Stephen  Bury
271,Guy Abadia
272,Dan Harrington
273,Bill Robertie
274,Donald A. Norman
275,Alex C. Jones
276,Diane M. Hanson
277,Stephen K. Ray
278,Paulo Coelho
279,Alan R. Clarke
280,James Noel Smith
281,Özdemir İnce
282,Hiromu Arakawa
283,Akira Watanabe
284,Mœbius
285,Robert   Harris
286,Edward Bulwer-Lytton
287,John Gregory Betancourt
288,John Steinbeck
289,Neil Strauss
290,Ellen Raskin
291,Arthur Golden
292,David        James
293,Peggy Mulloy
294,Rob Marshall
295,Mineko Iwasaki
296,Rande Brown
297,J. Torres
298,Eric  Kim
299,Margaret Johnson
300,Philip Prowse
301,Gary Chapman
302,Dan Brown
303,Raúl Amundaray
304,Daniel Roche
305,P.J. Parrish
306,Thomas J. Stanley
307,William D. Danko
308,Napoleon Hill
309,Mike   Mason
310,Riki Anne Wilchins
311,Donald J. Trump
312,Tony Schwartz
313,George S. Clason
314,Trevanian
315,Gisela Stege
316,David McCullough
317,Peter  Stone
318,Sherman Edwards
319,Robert J. Allison
320,Pearl S. Buck
321,Rick Warren
322,Eric Schlosser
323,Lisa See
324,John Grisham
325,Robert A. Caro
326,Stephen W. Frey
327,Bill Phillips
328,Michael D Orso
329,Pamela Peeke
330,Cindy Crawford
331,Robert G. Hagstrom
332,Bill Miller
333,Kenneth L. Fisher
334,Robert P. Miles
335,Tom Osborne
336,Marvin N. Olasky
337,John R. Perry
338,Barbara Park
339,Denise Brunkus
340,Sarah Mlynowski
341,Michael   Lewis
342,Frank McConnell
343,Ursula Ferrigno
344,Jason Lowe
345,Maxine  Clark
346,Giada De Laurentiis
347,Victoria Pearson
348,Tyler Florence
349,Petrina Tinslay
350,JoAnn Cianciulli
351,Bill Bettencourt
352,Bobby Flay
353,Steven D. Levitt
354,Stephen J. Dubner
355,Barry Eisler
356,Yann Martel
357,Nicole Martel
358,Emile Martel
359,Robert Templer
360,James Frey
361,Python Bonkers
362,James Pinocchio
363,Pablo Fenjves
364,James M. Kouzes
365,Barry Z. Posner
366,Donald T. Phillips
367,Gary Yukl
368,Rudolph W. Giuliani
369,John Gray
370,Ron  Louis
371,David Copeland
372,Jean M. Auel
373,Doug Walsh
374,Robert Greene
375,Joost Elffers
376,Steven Pressfield
377,Margaret Weis
378,Tracy Hickman
379,Thomas Harlan
380,Robert McKee
381,Stephen J. Rosen
382,David J. Danelo
383,Plato
384,Walter Hamilton
385,C.J. Rowe
386,Benjamin Jowett
387,Josef Pieper
388,Richard Winston
389,Clara Winston
390,C.D.C. Reeve
391,James H. Nichols Jr.
392,Chris Emlyn-Jones
393,Herodotus
394,Aubrey de Sélincourt
395,John M. Marincola
396,Henry Francis Cary
397,Carolyn Dewald
398,Andrew Robert Burn
399,Jennifer Tolbert Roberts
400,Walter Blanco
401,Edward Henry Blakeney
402,George Rawlinson
403,Rosalind Thomas
404,Peter Grene
405,Homer
406,Robert Fagles
407,Bernard Knox
408,Stanley Lombardo
409,Sheila Murnaghan
410,Robert Fitzgerald
411,Andrew Ford
412,E.V. Rieu
413,Peter Jones
414,D.C.H. Rieu
415,W.H.D. Rouse
416,D.S. Carne-Ross
417,Richmond Lattimore
418,Virgil
419,Barbara Weiden Boyd
420,Henry Rushton Fairclough
421,G.P. Goold
422,Ed Roberson
423,Cecil Day-Lewis
424,Paul  Kirk
425,William Shakespeare
426,Stephen Orgel
427,A.R. Braunmuller
428,Harold Bloom
429,Rex Gibson
430,Reduced Shakespeare Company
431,Adam Long
432,Daniel Singer
433,Jess Winfield
434,Margaret Jull Costa
435,Clifford E. Landers
436,Kâmuran Şipal
437,Carla Lynn Stockton
438,Terri Mategrano
439,Giorgio De Santillana
440,Hertha Von Dechend
441,Thucydides
442,C.F. Smith
443,Paul Woodruff
444,Steven Lattimore
445,Cynthia W. Shelmerdine
446,Euripides
447,David Grene
448,Rex Warner
449,Ralph Gladstone
450,Emily Townsend Vermeule
451,Elizabeth Wyckoff
452,William Arrowsmith
453,Frank William Jones
454,Charles R. Walker
455,Anne Carson
456,Moses Hadas
457,John Maclean
458,John Frederick Nims
459,Ronald Frederick Willetts
460,Witter Bynner
461,John Davie
462,Richard Rutherford
463,David Kovacs
464,Donald J. Mastronarde
465,Reginald Gibbons
466,Peter H. Burian
467,David Thompson
468,J. Michael Walton
469,Wole Soyinka
470,James Morwood
471,Georgia Ann Machemer
472,Michael   Collier
473,William Allan
474,Robert J. Milch
475,Pantelis Michelakis
476,Aeschylus
477,Seth Benardete
478,Alan Shapiro
479,William Bedell Stanford
480,Peter Meineck
481,Helene P. Foley
482,Philip Vellacott
483,Ted Hughes
484,David R. Slavitt
485,Smith Palmer Bovie
486,Simon Goldhill
487,George Thomson
488,Richard Seaford
489,E.D.A. Morshead
490,Sophocles
491,John Moore
492,Michael Jameson
493,Paul Roche
494,Dudley Fitts
495,Charles Segal
496,E.F. Watling
497,J.E. Thomas
498,Roger D. Dawe
499,Cynthia Brantley Johnson
500,Aristophanes
501,Douglass Parker
502,Jeffrey Henderson
503,Alan H. Sommerstein
504,Kenneth James Dover
505,David B. Barrett
506,W. John Campbell
507,Douglas M. MacDowell
508,S. Douglas Olson
509,Sarah Ruden
510,David Brett
511,Andrea Wilson Nightingale
512,Mark Haddon
513,George Pelecanos
514,Annie Proulx
515,David    Allen
516,Geoffrey M. Bellman
517,Ricardo Piglia
518,Amanda Hopkinson
519,Karen  O Connor
520,Larry J. Sabato
521,Ernesto Sabato
522,Augustine of Hippo
523,John E. Rotelle
524,Maria Boulding
525,Thomas Merton
526,Marcus Dods
527,Bruce Harbert
528,Peter R.L. Brown
529,D.W. Robertson Jr.
530,Frank Sheed
531,Henry Chadwick
532,Boniface Ramsey
533,Edmund Hill
534,Anthony Bourdain
535,Ovid
536,Allen Mandelbaum
537,David Raeburn
538,Denis Feeney
539,Charles    Martin
540,William Scovil Anderson
541,Norma Goldman
542,Jacob E. Nyenhuis
543,J.H. Mozley
544,Peter Green
545,Frank Justus Miller
546,Michael  Rossi
547,Michael C.J. Putnam
548,Richard Johnsonbaugh
549,Martin Kalin
550,Daniel Pinchbeck
551,Lee Fukui
552,Jon Ronson
553,Daniel Duane
554,Jon Krakauer
555,John Eldredge
556,Jung Chang
557,Nelson DeMille
558,Catherine Coulter
559,Jack London
560,Avi
561,Judy Sierra
562,Marc Brown
563,Charles P. Rubenstein
564,Barbara Ehrenreich
565,Michel Foucault
566,Robert Hurley
567,Sue Birtwistle
568,Sue Conklin
569,Susie Conklin
570,Jane Austen
571,Vivien Jones
572,George Saintsbury
573,Hugh  Thomson
574,Carol Howard
575,David  Roberts
576,Valerian Albanov
577,Alison Anderson
578,Валериан Альбанов
579,Thomas L. Friedman
580,David McClung
581,Peter Schaerer
582,Arthur J. Roth
583,Louisa May Alcott
584,Paula Danziger
585,Jessie Willcox Smith
586,Frank T. Merrill
587,Elaine Showalter
588,Charles Dickens
589,Keith Cox
590,Gillen D Arcy Wood
591,SparkNotes
592,Simon Schama
593,James B. Stewart
594,Julia Golding
595,Mary Gaitskill
596,Hablot Knight Browne
597,Gish Jen
598,Daniel Pool
599,Jane Smiley
600,Patricia Ingham
601,Colleen Sexton
602,Philip Nel
603,Sean O Brien
604,B.B. Rogers
605,Radcliffe G. Edmonds III
606,Robert Mayhew
607,F.W. Hall
608,W.M. Geldart
609,Paul Anthony Cartledge
610,Raymond Chandler
611,Frank MacShane
612,Tom Hiney
613,Paul Murray
614,Patti   Davis
615,Masaki Yamada
616,Yuji Oniki
617,Carl Gustav Horn
618,Daniel C. Dennett
619,Nicholas Humphrey
620,Douglas R. Hofstadter
621,Stephen Hawking
622,Leonard Mlodinow
623,David Filkin
624,Kip S. Thorne
625,Igor Novikov
626,Timothy Ferris
627,Alan Lightman
628,Richard     Price
629,John Boslough
630,Roger Penrose
631,Lawrence M. Krauss
632,Phillip Glasier
633,Peter   Schwartz
634,David Harriman
635,Nancy L. Mace
636,Peter V. Rabins
637,Jorge Cruise
638,Thom Hartmann
639,Joseph Chilton Pearce
640,Neale Donald Walsch
641,Michael Cunningham
642,Malcolm Gladwell
643,Ted Dekker
644,Mark Hoppus
645,Anne Hoppus
646,Alex Gaskarth
647,Karen Joy Fowler
648,Deirdre Le Faye
649,James Kinsley
650,Anna Massey
651,Richard S. Hartmetz
652,Maurgaux Motin
653,Deidre Shauna Lynch
654,Kim Wilson
655,Tom Carpenter
656,Ernest Hemingway
657,Donald Sutherland
658,Jeanne Sallade Criswell
659,Gary Carey
660,Julian Barnes
661,Gustave Flaubert
662,Francis Steegmuller
663,Douglas Parmée
664,Roger Whitehouse
665,Geoffrey Wall
666,Robert Baldick
667,Jean-Paul Sartre
668,Carol Cosman
669,Jeffrey Eugenides
670,Doris Kearns Goodwin
671,Thomas May
672,John   Adams
673,Abigail Adams
674,Frank Shuffelton
675,Joseph J. Ellis
676,John  Adams
677,John Patrick Diggins
678,Ruth Westheimer
679,Jennifer Watson
680,David D. Burns
681,Elisabeth Kübler-Ross
682,Lynne Ann DeSpelder
683,Albert Lee Strickland
684,Mark Shepard
685,Stephen R. Covey
686,Dan Millman
687,Robert D. San Souci
688,T. Taylor Bruce
689,Lance Armstrong
690,Sally Jenkins
691,John Wilcockson
692,Graham   Watson
693,Truman Capote
694,Reynolds Price
695,Margaret Truman
696,Scott Brick
697,Steven Johnson
698,Temple Grandin
699,Margaret M. Scariano
700,Iris Fry
701,Edith Wharton
702,Laszlo Kubinyi
703,R.W.B. Lewis
704,Maureen Howard
705,Cynthia Griffin Wolff
706,Alton Raible
707,John Lloyd
708,Humphrey Carpenter
709,Christopher Tolkien
710,Ruth S. Noel
711,Christina Scull
712,Wayne G. Hammond
713,E.V. Gordon
714,A.R. Taylor
715,Sarah M.  Anderson
716,Karen Swenson
717,Jeffery Deaver
718,Paul Yee
719,Herman Melville
720,William Hootkins
721,Jan Needle
722,Patrick Benson
723,Carl F. Hovde
724,Michael J. Davey
725,Duncan Wu
726,Geraldine McCaughrean
727,Victor G. Ambrus
728,Edward F. Edinger
729,Julian Markels
730,Elizabeth A. Schultz
731,Steve Martini
732,Mark Twain
733,Grover Gardner
734,Susan  Griffith
735,Theocritus
736,Hesiod
737,Glenn W. Most
738,Simon Gikandi
739,H.G. Wells
740,Patrick Parrinder
741,Steven McLean
742,Marina Warner
743,Benjamin Beard
744,Joseph McMoneagle
745,Melvin Burgess
746,John R. Hammond
747,Ursula K. Le Guin
748,Umberto Eco
749,Henri J.M. Nouwen
750,Timothy B. Tyson
751,José Saramago
752,Giovanni Pontiero
753,Peter Sís
754,Pilar del Río
755,Jihad El
756,H.M. Nahmad
757,Robert Hillyer
758,Jack Kerouac
759,Ann Charters
760,Mark Stevens
761,Annalyn Swan
762,Julie Sylvester
763,David Sylvester
764,David  Allen
765,Tina Blythe
766,Gene Thompson-Grove
767,Sun Tzu
768,Mark McNeilly
769,Al Ries
770,Jack Trout
771,Seth Godin
772,Clayton M. Christensen
773,L.J. Ganser
774,David Trotter
775,Charlotte Mitchell
776,Edgar Rosenberg
777,Erasmus
778,Martin Luther
779,Philip S. Watson
780,E. Gordon Rupp
781,Harper Lee
782,Sissy Spacek
783,David H. Chilton
784,Jonathan Swift
785,Jesse Gale
786,Xavier de C.
787,Joseph Rowe
788,R.D. Gooder
789,Myra Jehlen
790,Leo Bersani
791,John Hollander
792,David Bromwich
793,Geoffrey Chaucer
794,Nevill Coghill
795,David  Wright
796,Jill Mann
797,Vincent Foster Hopper
798,Helen  Cooper
799,Brian Stone
800,Larry Dean Benson
801,F.N. Robinson
802,Theodore Morrison
803,Mark Kurlansky
804,Deloris Jordan
805,Kadir Nelson
806,Roslyn M. Jordan
807,Monique Truong
808,Abdul Rahman Munif
809,Peter Theroux
810,Kim Stanley Robinson
811,Walter Benjamin
812,Hannah Arendt
813,Harry Zohn
814,Leon Wieseltier
815,Saul Steinberg
816,Joel Smith
817,Charles Simic
818,Philip Dutre
819,David Guterson
820,Dave Pelzer
821,William S. Pollack
822,Mary Pipher
823,Douglas Coupland
824,Jean Aitchison
825,Diana M. Lewis
826,Ernest Becker
827,Sam Keen
828,Daniel Goleman
829,Howard Zinn
830,Kathy Emery
831,Ellen Gordon Reeves
832,Richard Hollis
833,Lisa Lowe
834,Jonathan Hale
835,David Bodanis
836,Rolland Hein
837,Clyde S. Kilby
838,Giotto di Bondone
839,Mary Chambers
840,Friedrich Nietzsche
841,Raymond Geuss
842,Ronald Speirs
843,Francis Golffing
844,Michael Tanner
845,Shaun Whiteside
846,Alastair Lamb
847,David Lionel Smith
848,Sherley Anne Williams
849,Michael Prichard
850,Katherine Paterson
851,Donna Diamond
852,Emil M. Cioran
853,Richard Howard
854,Tanya Huff
855,Tracy Chevalier
856,Rosalind Laker
857,Tom Hunter
858,Colin Wiggins
859,Tite Kubo
860,Tsugumi Ohba
861,Takeshi Obata
862,大場 つぐみ
863,小畑 健
864,Valerie Parv
865,John E. Woods
866,Jean-Jacques Sempé
867,Steve Chorney
868,Mike  Rowe
869,Ronald Radano
870,Daniel Defoe
871,Virginia Woolf
872,John J. Richetti
873,Michael Shinagel
874,Manuel Schonhorn
875,Charles   Johnson
876,Paul Baender
877,Dahlia Armon
878,Walter Blair
879,Lee Nelson
880,Guy Cardwell
881,Louis J. Budd
882,John Seelye
883,Walter Trier
884,E.W. Kemble
885,George Saunders
886,Michael Patrick Hearn
887,Lin Salamo
888,Victor Fischer
889,Michael B. Frank
890,Charles Neider
891,James Hilton
892,C. Michael Dudash
893,Stephen W. Hines
894,Nancy Friday
895,Frances Hodgson Burnett
896,Sandra M. Gilbert
897,Martha Hailey DuBose
898,Lucy Corvino
899,Arthur Pober
900,Alison Lurie
901,Nancy Bond
902,Ann Thwaite
903,Amy Cotler
904,Prudence See
905,Thomas Sowell
906,Selina Shirley Hastings
907,Juan Wijngaard
908,Alcoholics Anonymous
909,Overeaters Anonymous
910,Kimon Nicolaides
911,Mamie Harmon
912,Andrew Weil
913,Jonathan Safran Foer
914,Robert Giroux
915,Jonathan Rosen
916,Lawrence M. Lasher
917,Aleksandar Hemon
918,Matthew Barber
919,Elizabeth von Arnim
920,Benjamin DeMott
921,Lionel Trilling
922,Gilbert Adair
923,Elizabeth Heine
924,P.N. Furbank
925,Robert Hellenga
926,Gordon S. Wood
927,Gordon Korman
928,Deborah  Gordon
929,Ivo Andrić
930,William H. McNeill
931,Jean Estoril
932,Pascale Delpech
933,Mabel Esther Allan
934,Reginald E. Allen
935,Aristotle
936,W.S. Hett
937,Ian C. Storey
938,Gilbert Murray
939,Alan Brennert
940,Eric Jensen
941,Angus Gellatly
942,Oscar Zárate
943,Richard Appignanesi
944,Isabel Allende
945,Margaret Sayers Peden
946,Richard D. Woods
947,Kenneth M. Taggart
948,Ernst E. Jonas
949,Jenny Sanders
950,S.D. Schindler
951,Dalai Lama XIV
952,Open City Magazine
953,James Purdy
954,Deborah Garrison
955,Rem Koolhaas
956,Rick Moody
957,Strawberry Saroyan
958,Debra Garrison
959,Wallace Stegner
960,Jackson J. Benson
961,Steve Krug
962,Louis de Bernières
963,Faïza Guène
964,Sarah    Adams
965,Lawrence Otis Graham
966,Otis Williams
967,Patricia Romanowski
968,Colleen McCullough
969,Jill Colella
970,Mitch Albom
971,Tim O Brien
972,Nicholas Sparks
973,Micah Sparks
974,Ramón González Férriz
975,Gwyn Hyman Rubio
976,Marisha Pessl
977,Lois Beckwith
978,Baruch Spinoza
979,Janet Evanovich
980,Jayne Ann Krentz
981,Sarah Ban Breathnach
982,Marjorie Weinman Sharmat
983,Mitchell Sharmat
984,George E. Stanley
985,Kaho Miyasaka
986,Fulton J. Sheen
987,George MacDonald
988,Michael R. Phillips
989,Ivan Turgenev
990,Jane Moore
991,Amanda Clark
992,Justin   O Brien
993,Antonio Gramsci
994,L.M. Montgomery
995,Mary Henley Rubio
996,Elizabeth Hillman Waterston
997,Rea Wilmshurst
998,Susan O Malley
999,Arthur Conan Doyle
1000,Leslie S. Klinger
1001,E.J. Wagner
1002,John Gielgud
1003,Ralph Richardson
1004,Orson Welles
1005,Nick Rennison
1006,NOT A BOOK
1007,Paul Bachem
1008,Eric Tyson
1009,Rich Tennant
1010,Clare Naylor
1011,Bruce H. Wilkinson
1012,David Kopp
1013,Heather Harpham Kopp
1014,Lois Lowry
1015,Bill Brittain
1016,Andrew Glass
1017,Jack Weatherford
1018,Claire Messud
1019,Zadie Smith
1020,Libba Bray
1021,Kym Douglas
1022,Cindy Pearlman
1023,Anna Sewell
1024,Ann Patchett
1025,Norman Sherry
1026,Graham Greene
1027,Pico Iyer
1028,John Updike
1029,Christopher Hitchens
1030,Paul Theroux
1031,Robert  Stone
1032,Chuck Palahniuk
1033,Warner Berthoff
1034,Robert Penn Warren
1035,G. Thomas Tanselle
1036,Harrison Hayford
1037,Harold Beaver
1038,Helen Ericson
1039,Maya Gold
1040,Ian Fleming
1041,Madeleine Brent
1042,George Condo
1043,Noel Streatfeild
1044,Diane Goode
1045,Rumer Godden
1046,Gary Blythe
1047,Christian Birmingham
1048,Anne Chisholm
1049,Jonathan Franzen
1050,Lisa Whelchel
1051,Stormie Omartian
1052,P.D. James
1053,Henri Blocher
1054,Nina Bangs
1055,Michael Jan Friedman
1056,Christa Seibicke
1057,Miguel de Cervantes Saavedra
1058,John Rutherford
1059,Roberto González Echevarría
1060,Walter Starkie
1061,Tobias Smollett
1062,Carlos Fuentes
1063,Vladimir Nabokov
1064,Fredson Bowers
1065,Guy Davenport
1066,Samuel Putnam
1067,J.A. Jance
1068,Fern Michaels
1069,Eric Klinenberg
1070,Ruth Prawer Jhabvala
1071,Sarah Macdonald
1072,Joel Salatin
1073,Michael Pollan
1074,Nicole Krauss
1075,Thomas E. Woods Jr.
1076,Tom Standage
1077,Karen Armstrong
1078,William Hurt
1079,Barbara Fairchild
1080,Ina Garten
1081,Melanie Acevedo
1082,Diane Johnson
1083,Leonard Michaels
1084,Carlos Milla Soler
1085,Roberto Fernandez Sastre
1086,Laura Dave
1087,Dan Simmons
1088,Carlos Alberto Gardini
1089,J. Michael Straczynski
1090,Dan Jurgens
1091,Joachim Körber
1092,Michael Chabon
1093,Glen David Gold
1094,Bill Sienkiewicz
1095,Howard Chaykin
1096,Gene Colan
1097,Steve Lieber
1098,Eric Wight
1099,Kevin  McCarthy
1100,Max Lucado
1101,Nick Caistor
1102,J.D. Salinger
1103,Brenda Walpole
1104,Bret Easton Ellis
1105,Scott Turow
1106,Pete Hautman
1107,Ronald B. Flowers
1108,Thomas  Moore
1109,Elizabeth Clare Prophet
1110,Arielle Ford
1111,Deepak Chopra
1112,Viktor E. Frankl
1113,Harold S. Kushner
1114,William J. Winslade
1115,Isle Lasch
1116,Gordon W. Allport
1117,Ilse Lasch
1118,Eric R. Kandel
1119,Peter Kent
1120,Johanna Rothman
1121,Esther Derby
1122,Brigid Avison
1123,Roderick Townley
1124,Ray Oldenburg
1125,James C. Collins
1126,Jerry I. Porras
1127,Amy Sedaris
1128,David Sedaris
1129,Richard Yates
1130,Dorothy Parker
1131,Joyce Carol Oates
1132,Lorrie Moore
1133,Flannery O Connor
1134,Amy Hempel
1135,Akhil   Sharma
1136,Tim Johnston
1137,Tobias Wolff
1138,Sarah Vowell
1139,Charles Baxter
1140,Jhumpa Lahiri
1141,Katherine Mansfield
1142,Alice Munro
1143,Jean Thompson
1144,Frank Gannon
1145,Patricia Highsmith
1146,Jincy Willett
1147,Ben Mezrich
1148,Pat Williams
1149,Peggy Matthews Rose
1150,Efrem Smith
1151,Phil   Jackson
1152,Tom Stanton
1153,James Ellroy
1154,Hans Blumenberg
1155,Greg  Taylor
1156,Larry Burkett
1157,Robert Anton Wilson
1158,Paul Michael
1159,Juanjo Estrella
1160,Bart D. Ehrman
1161,Nick Hornby
1162,Jess Walter
1163,Jennie Erdal
1164,Joshua Ferris
1165,D.J. Taylor
1166,Huw Richards
1167,Chris Pierson
1168,Roddy Doyle
1169,Harry Ritchie
1170,Harry Pearson
1171,Olly Wicken
1172,Graham Brack
1173,Matt Nation
1174,Ed Horton
1175,Don  Watson
1176,Ruth Downie
1177,Middlesex Borough Heritage Committee
1178,Stephen J. Burn
1179,Anthony Kiedis
1180,Éric-Emmanuel Schmitt
1181,Sonallah Ibrahim
1182,صنع الله إبراهيم
1183,Anthony Calderbank
1184,Sarah Dessen
1185,Dale Brown
1186,Jim DeFelice
1187,Chris  Williams
1188,Sandy Petersen
1189,Aidan Hartley
1190,Anderson Cooper
1191,Michael Herr
1192,Bentley Little
1193,Robert D. Siegel
1194,Todd Hanson
1195,Carol Kolb
1196,The Onion
1197,Ian Whybrow
1198,Deborah Allwright
1199,Joanne Rocklin
1200,Meredith Johnson
1201,Anthony Loyd
1202,Anthony Shadid
1203,Suketu Mehta
1204,Andrew X. Pham
1205,Chanrithy Him
1206,Loung Ung
1207,Ray Bradbury
1208,Christopher Hurt
1209,Robert DeMott
1210,Mick Wiggins
1211,Kelly McGrath Vlcek
1212,Neil Gaiman
1213,Jon Meacham
1214,Stephen Oppenheimer
1215,Yona Zeldis McDonough
1216,Nancy Harrison
1217,Jill Weber
1218,Harrison Edward Livingstone
1219,Robert Dallek
1220,Augusten Burroughs
1221,M. Scott Peck
1222,John Irving
1223,Atul Gawande
1224,Susanne Kuhlmann-Krieg
1225,Judith Viorst
1226,Richard  Hull
1227,Helen Fielding
1228,Carlos Ruiz Zafón
1229,Ruby K. Payne
1230,Lucia Graves
1231,David A. Black
1232,E.L. Konigsburg
1233,Sylvia Engdahl
1234,Matt Ridley
1235,David W. Mount
1236,James Shreeve
1237,Sandra Boynton
1238,Doreen Cronin
1239,Betsy Lewin
1240,Lisa Wheeler
1241,Ponder Goembel
1242,Charles A. Peek
1243,Joseph Heller
1244,Liza Dalby
1245,New Scientist
1246,Mick O Hare
1247,Curt Meyer-Clason
1248,John Hemingway
1249,Patrick Hemingway
